,businessLicenseNumber,businessPerson,certStr,epsAddress,epsName,epsProductAddress,isimport,legalPerson,processid,productSn,qfManagerName,qualityPerson,rcManagerDepartName,rcManagerUser,xkDate,xkDateStr,xkName,xkType
664,91360721568680934Q,曾小生,1、3号厂房：一般液态单元（护发清洁类，护肤水类，啫喱类）、膏霜乳单元（护肤清洁类，护发类）、粉单元（散粉类、浴盐类）、气雾剂及有机溶剂单元（有机溶剂类）。（含眼部用护肤类，婴儿和儿童用护肤类）。2、1号厂房：一般液态单元（护发清洁类，护肤水类，啫喱类）、膏霜乳单元（护肤清洁类，护发类）。,江西省赣州市赣县区赣州高新技术产业开发区火炬大道11号,赣州澳丽尔化妆品有限公司,江西省赣州市赣县区赣州高新技术产业开发区火炬大道11号,N,曾罗生,202110250743222022820d,赣妆20170001,江西省药品监督管理局,谢有专,***,***,2026-12-20,2021-12-21,吴腮忠,202
665,91330110MA2809DB5J,徐丽君,一般液态单元；膏霜乳液单元（具体产品类别见副本）***,浙江省杭州市余杭区浙江省杭州市余杭区仓前街道余杭塘路2959号4幢1层,浙江因诺泰医疗器械有限公司,浙江省杭州市余杭区仓前街道余杭塘路2959号4幢1层***,Y,徐丽君,,浙妆20210061,浙江省药品监督管理局,杨维,无,无,2026-12-19,2021-12-20,无,201
666,915323007194728189,刘绍兴,一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护肤清洁类）；蜡基单元（蜡基类）,云南省楚雄州楚雄市开发区紫溪大道,云南盘龙云海药业有限公司,云南省楚雄州楚雄市开发区紫溪大道,N,曾立华,20210922131114202ksfv5,云妆20160029,云南省药品监督管理局,罗建红,云南省药品监督管理局,吴羽 、宋绍华,2026-12-20,2021-12-20,琚健,202
667,915329272188006415,朱志辉,一般液态单元（护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）；粉单元（散粉类）,云南省大理州巍山县南诏镇城东路66号,大理白族自治州中药制药有限公司,云南省大理州巍山县南诏镇城东路66号,N,严红波,20211007095539202o5356,云妆20160028,云南省药品监督管理局,万志萍,云南省药品监督管理局,吴羽 宋绍华,2026-12-20,2021-12-20,琚健,202
668,91440607MA56619P91,资雁飞,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,佛山市三水区乐平镇科勒大道31号2座三楼（住所申报）,佛山市森诺生物科技有限公司,佛山市三水区乐平镇科勒大道31号2座三楼（住所申报）,Y,王美玲,,粤妆20210396,广东省药品监督管理局,陈赣,/,日常监管机构指定,2026-12-19,2021-12-20,苏盛锋,201
669,91440605MA572CM145,蔡锦涛,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,佛山市南海区丹灶镇西联八甲三间开发区北26号之三(住所申报),泓嘉生物科技（佛山）有限公司,佛山市南海区丹灶镇西联八甲三间开发区北26号之三(住所申报),Y,蔡锦涛,,粤妆20210395,广东省药品监督管理局,叶松云,/,日常监管机构指定,2026-12-19,2021-12-20,苏盛锋,201
670,91440705325074489E,曾毅强,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,江门市新会区司前镇石名村大湾（土名）,江门市爱果工房生物科技有限公司,江门市新会区司前镇石名村大湾（土名）,Y,邓铭海,,粤妆20170377,广东省药品监督管理局,刘秀敏,江门市市场监督管理局,由日常监管管理机构指定,2026-12-19,2021-12-20,苏盛锋,206
671,9144051423165794XY,吴晓婷,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）；蜡基单元（蜡基类）,汕头市潮南区胪岗镇胪岗工业区,汕头市绿春精细化工有限公司,汕头市潮南区胪岗镇胪岗工业区雨梦大厦,Y,吴昭桐,,粤妆20161689,广东省药品监督管理局,吴政洽,汕头市潮南区市场监督管理局,日常监管机构指定,2026-12-25,2021-12-20,苏盛锋,206
672,91320924MA1R64YY1Q,张爱丰,一般液态单元（护肤水类）；膏霜乳液单元（护肤清洁类）,射阳县盘湾镇盘龙大道北侧,盐城御欣化妆品有限公司,射阳县盘湾镇盘龙大道北侧（车间装修）,N,张爱丰,20211022095901206bh133,苏妆20180020,江苏省药品监督管理局,曹燕,江苏省药品监督管理局（盐城检查分局）,江苏省药品监督管理局（盐城检查分局）负责日常监管的人员,2023-09-26,2021-12-20,赵亮,206
673,91321016MA1MW60G0N,朱福广,一般液态单元（护发清洁类）；膏霜乳液单元（护发类、护肤清洁类）,扬州市杭集工业园翟庄路18号,扬州韵姿日化有限公司,扬州市杭集工业园翟庄路18号,N,朱正东,20211006152608202w4s6b,苏妆20160228,江苏省药品监督管理局,周峰,江苏省药品监督管理局（扬州检查分局）,江苏省药品监督管理局（扬州检查分局）负责日常监管的人员,2026-12-19,2021-12-20,胡春风,202
674,913210007325323795,杭伟芹,一般液态单元（护发清洁类）；膏霜乳液单元（护发类、护肤清洁类）,杭集工业园,扬州凯来旅游用品有限公司,江苏省扬州市杭集工业园龙王路8号,N,杭伟芹,20211103161055202np867,苏妆20160216,江苏省药品监督管理局,陈正勇,江苏省药品监督管理局（扬州检查分局）,江苏省药品监督管理局（扬州检查分局）负责日常监管的人员,2026-12-19,2021-12-20,胡春风,202
675,913202147520273023,蔡晖斌,"一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）
该企业具备眼部用护肤类、婴儿和儿童用护肤化妆品生产条件。",无锡新吴区泰山路2号国际科技合作园B楼1F座,无锡丝密斯科技有限公司,无锡新吴区锡坤路6号（星洲一路西侧周泾浜南侧）,N,蔡晖斌,2021101112395320277i32,苏妆20160212,江苏省药品监督管理局,孙宝珍,江苏省药品监督管理局（无锡检查分局）,王丹、冯佳超,2026-12-27,2021-12-20,张贤,202
676,913205837168460447,赖清俊,一般液态单元（护肤水类）；膏霜乳液单元（护肤清洁类）；粉单元（块状粉类、染发类、散粉类）；蜡基单元（蜡基类）,江苏省昆山综合保税区新竹路66号,昆山华羚化妆品有限公司,江苏省昆山综合保税区新竹路66号,N,赖清俊,2021102214152620256c8g,苏妆20160206,江苏省药品监督管理局,赖廷豪,江苏省药品监督管理局（苏州分局）,江苏省药品监督管理局（苏州分局）负责日常监管的人员,2026-12-19,2021-12-20,钱玲,202
677,91321016681617726K,朱微,一般液态单元（护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）,广陵区杭集工业园兴隆路北侧,扬州欧兰德日化有限公司,扬州市杭集镇兴隆路18号,N,樊长进,20211120195434202qw9tp,苏妆20160172,江苏省药品监督管理局,居万鹏,江苏省药品监督管理局（扬州检查分局）,江苏省药品监督管理局（扬州检查分局）负责日常监管的人员,2026-12-19,2021-12-20,胡春风,202
678,91321016778004504P,江福建,一般液态单元（护发清洁类）；膏霜乳液单元（护发类、护肤清洁类）,扬州市广陵区杭集镇工业园兴隆路21号,扬州市美能靓塑胶日化有限公司,扬州市广陵区杭集镇工业园兴隆路21号,N,江福建,20211006153636202n11q1,苏妆20160170,江苏省药品监督管理局,王 婷,江苏省药品监督管理局（扬州检查分局）,江苏省药品监督管理局（扬州检查分局）负责日常监管的人员,2026-12-19,2021-12-20,胡春风,202
679,9132101605021615XR,张程,一般液态单元（护发清洁类）；膏霜乳液单元（护发类、护肤清洁类）,扬州市杭集工业园三星路,扬州晶品日化有限公司,扬州市杭集工业园三星路,N,张程,20211006153934202p2a8o,苏妆20160157,江苏省药品监督管理局,刘菊,江苏省药品监督管理局（扬州检查分局）,江苏省药品监督管理局（扬州检查分局）负责日常监管的人员,2026-12-19,2021-12-20,胡春风,202
680,91350213155324931K,蒋池池,一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）；粉单元（块状粉类、散粉类、浴盐类）；蜡基单元（蜡基类）,厦门市翔安区马巷镇曾林东里161号,厦门市海达日用品有限公司,厦门市翔安区民安大道3561号,N,蒋良墙,202111121535562027wq69,闽妆20160039,福建省药品监督管理局,黄述雁,福建省药品监督管理局厦门药品稽查办公室,***,2026-12-26,2021-12-20,郑纯,202
681,91350211705434546L,俞小庆,一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）；粉单元（浴盐类）；蜡基单元（蜡基类）,厦门市集美区天凤路192号,厦门莱恩迪贸易发展有限公司,厦门市集美区天凤路192（B厂房）、194（A厂房）、196号（综合楼）,N,丁勇,202111151259132025x6n0,闽妆20160038,福建省药品监督管理局,严剑里,福建省药品监督管理局厦门药品稽查办公室,***,2026-12-26,2021-12-20,郑纯,202
682,91210105564686706k,杨丽娜,一般液态单元（护肤水类）；膏霜乳液单元（护肤清洁类）,沈阳市皇姑区文储路66号,沈阳安顺生物科技有限公司,沈阳市皇姑区文储路66号,N,杨丽娜,20211217102956206ex9yj,辽妆20160046,辽宁省食品药品监督管理局,李永红,皇姑区市场监督管理局,李一宁、万江,2026-12-29,2021-12-20,,206
683,91310120332591273A,舒适平,膏霜乳液单元（护肤清洁类#）；粉单元（散粉类、块状粉类）；蜡基单元（蜡基类）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市奉贤区青村镇上塑路1515号,上海昕颜化妆品有限公司,上海市奉贤区青村镇上塑路1515号,Y,舒适平,,沪妆20160065,上海市药品监督管理局,薛荣花,上海市奉贤区市场监督管理局,谭士洁、乔磊、倪威,2026-11-10,2021-12-20,赵燕君,202
684,91310117569648696Q,无,一般液态单元（护发清洁类、护肤水类#、啫喱类#）；膏霜乳液单元（护肤清洁类#、护发类）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市松江区佘山镇沈砖公路3129弄26-2号,上海漂儿化妆品有限公司,上海市松江区佘山镇沈砖公路3129弄26-2号,Y,杨昕,,沪妆20160016,上海市药品监督管理局,无,上海市松江区市场监督管理局,汤晓平、柏俊华,2026-08-02,2021-12-20,赵燕君,206
685,9144190074365059XR,余顺正,蜡基单元（蜡基类）,广东省东莞市东城街道东城周屋路120号,东莞怡萱化妆品有限公司,广东省东莞市东城街道东城周屋路120号,Y,余顺正,,粤妆20161796,广东省药品监督管理局,殷浩轩,东莞市市场监督管理局,李海燕、黄发德、钟进先,2026-12-29,2021-12-17,苏盛锋,206
686,9144120074365729X7,雷志松,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）；蜡基单元（蜡基类）,肇庆市端州一路黄岗镇沙湖路,肇庆市尚进化妆品有限公司,肇庆市端州一路黄岗镇沙湖路,Y,雷志松,,粤妆20161146,广东省药品监督管理局,曾威,肇庆市市场监督管理局,由日常监督管理机构指定,2026-08-17,2021-12-17,苏盛锋,206
687,91410322MA3X6WXK62,王正海,一般液态单元（啫喱类，护发清洁类，护肤水类）；膏霜乳液单元（护肤清洁类）；粉单元（散粉类）,洛阳空港产业集聚区（孟津县麻屯镇前楼村）,洛阳宁邦生物制药有限公司,洛阳空港产业集聚区（孟津县麻屯镇前楼村）,N,王正海,20211221121819202ydcx5,豫妆20160057,河南省药品监督管理局,裴姣,河南省药品监督管理局第三监管分局,/,2026-12-16,2021-12-17,孙军,202
688,913205067344066838,周永珍,一般液态单元（护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）；粉单元（块状粉类、散粉类）；蜡基单元（蜡基类）,苏州市吴中区木渎镇金枫南路,苏州市柏凡琪化妆品有限公司,苏州市吴中区木渎镇金枫南路,N,周永珍,20210929222441202yz8tn,苏妆20160166,江苏省药品监督管理局,周永年,江苏省药品监督管理局（苏州分局）,江苏省药品监督管理局（苏州分局）负责日常监管的人员,2026-12-16,2021-12-17,钱玲,202
689,913707831656827751,晋来文,膏霜乳液单元（护肤清洁类），粉单元（浴盐类）,山东省寿光市羊口镇菜央子村北,山东菜央子盐场有限公司,山东省寿光市羊口镇菜央子村北,Y,晋来文,,鲁妆20160069,山东省药品监督管理局,杨伟,/,张金峰  杜恩美,2021-12-18,2021-12-17,王建政,202
690,91310000607498706F,范立涛,一般液态单元（护发清洁类、护肤水类#、啫喱类#）；膏霜乳液单元（护肤清洁类#、护发类）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市青浦区章练塘路388号,上海创始医疗科技（集团）股份有限公司,上海市青浦区章练塘路388号,Y,范立涛,,沪妆20200004,上海市药品监督管理局,何东甲,上海市青浦区市场监督管理局,阮华明、吕群良、崔君健、张文静、陆玲瑛、诸美兴,2025-05-10,2021-12-17,赵燕君,206
691,913101156072914304,Antoine SAHUT,一般液态单元（护肤水类#）；膏霜乳液单元（护肤清洁类#）；粉单元（散粉类、块状粉类）；气雾剂及有机溶剂单元（有机溶剂类）；蜡基单元（蜡基类）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,中国（上海）自由贸易试验区川桥路1189号,普丝（上海）香水化妆品有限公司,中国（上海）自由贸易试验区川桥路1189号,Y,LAURENT JACQUES MARCEL KLEITMAN,,沪妆20160077,上海市药品监督管理局,俞维瑛,上海市浦东新区市场监督管理局,金剑、冯乾、顾婷华、张巍、王译倩、吴小芹,2026-11-16,2021-12-17,赵燕君,206
692,91510100780148291H,常昊,一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护肤清洁类）,成都高新区高朋大道5号B-216,成都东方赫日科技有限公司,成都高新西区合瑞南路9号,N,常健,20211203004747202nfp49,川妆20160034,四川省药品监督管理局,赵品莉,四川省药品监督管理局,职能处室相关人员,2026-12-16,2021-12-17,曾继奎,202
693,91440111596179266G,谢碧姗,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区均禾街石马村第十经济合作社自编 A 栋,广州宝丰化妆品有限公司,广州市白云区均禾街石马小马商业南街 21 号,Y,谢碧姗,,粤妆20210398,广东省药品监督管理局,张春生,/,日常监管机构指定,2026-12-15,2021-12-16,苏盛锋,206
694,914401137594001656,钱凤英,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市番禺区南村镇南村东兴路8号1栋403房,广州元美盛化妆品有限公司,广州市番禺区南村镇南村东兴路8号1栋3层、4层,Y,钱凤英,,粤妆20210397,广东省药品监督管理局,王建兵,/,日常监管机构指定,2026-12-15,2021-12-16,苏盛锋,206
695,91441302MA56Q9WL31,李绍军,一般液态单元（护发清洁类、护肤水类）；膏霜乳液单元（护肤清洁类）；蜡基单元（蜡基类）,惠州市惠城区水口街道办事处岃洛二路11号工业厂房（2）3层01号,鼻精灵（广东）科技有限公司,惠州市惠城区水口街道办事处岃洛二路11号工业厂房（2）3层01号,Y,李绍军,,粤妆20210394,广东省药品监督管理局,彭浩毅,///,///,2026-12-15,2021-12-16,苏盛锋,206
696,91441881MA56LUP23C,来燕琳,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,英德市广德园万洋众创城中南片区A04-03地块8#生产车间第二层,广东蕴特生物科技有限公司,广东省英德市英红镇广德园万洋众创城C区8栋第一、二、五层,Y,来燕琳,,粤妆20210253,广东省药品监督管理局,邓钦福,英德市市场监督管理局,由日常监督管理机构指定,2026-09-05,2021-12-16,苏盛锋,206
697,91440101078410528U,王勇志,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区江高镇神山大道西369号2栋101房、501房（自主申报）,广州市爱尼丝化妆品科技有限公司,广州市白云区江高镇神山大道西369号2栋101房、501房,Y,卢婷,,粤妆20200218,广东省药品监督管理局,郑伟丽,白云区局江高市市场监管所,日常监管机构指定,2025-11-11,2021-12-16,苏盛锋,206
698,91440101MA5AL55G6W,罗香荣,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）；粉单元（散粉类、浴盐类）,广州市花都区花都大道飞达路6号一楼101房,广州肤润化妆品有限公司,广州市花都区花都大道飞达路6号A栋一、二层,Y,罗香荣,,粤妆20180065,广东省药品监督管理局,彭自旭,白云区局人和食品药品监督管理所,日常监管机构指定,2023-02-11,2021-12-16,苏盛锋,206
699,91440111052571569H,苏强,一般液态单元（护发清洁类、护肤水类、染烫发类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类、染烫发类）,广州市白云区双岗村下沙布自编B号厂房,广州御草堂化妆品有限公司,广州市白云区双岗村下沙布自编B号厂房一楼,Y,蒋春,,粤妆20180026,广东省药品监督管理局,丘碧锋,白云区局江高市场监管所,日常监管机构指定,2025-05-28,2021-12-16,苏盛锋,206
700,91440101MA59GR6E8M,黄锡振,粉单元（散粉类、块状粉类）；蜡基单元（蜡基类）,广州市白云区嘉禾街望岗村百花岭下田工业区自编1号2楼,广州市媚黛生物科技有限公司,广州市白云区嘉禾街望岗村百花岭下田工业区自编1号2楼,Y,黄锡振,,粤妆20170307,广东省药品监督管理局,李锦城,白云区局嘉禾食品药品监督管理所,日常监管机构指定,2027-03-02,2021-12-16,苏盛锋,206
701,91440111679746019M,陶森,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区太和镇谢家庄大来南路97号整栋,广州市龙显精细化工厂,广州市白云区太和镇谢家庄大来南路97号,Y,陶森,,粤妆20170292,广东省药品监督管理局,黄文彪,白云区局太和食品药品监督管理所,日常监管机构指定,2026-12-15,2021-12-16,苏盛锋,206
702,91440101677796098M,刘意红,一般液态单元（护发清洁类、护肤水类、染烫发类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类、染烫发类）,广州市白云区龙归镇夏良村第四经济合作社自编8号,广州红鑫龙化妆品有限公司,广州市白云区龙归街夏良东路8号,Y,刘意红,,粤妆20170252,广东省药品监督管理局,吴登涛,白云区局太和食品药品监督管理所,日常监管机构指定,2027-02-13,2021-12-16,苏盛锋,206
703,91440111070196811M,李建东,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区白云湖街唐阁一社工业园自编3号A2楼,广州茗薇生物科技有限公司,广州市白云区白云湖街唐阁一社工业园自编3号A2楼,Y,刘亚涛,,粤妆20170222,广东省药品监督管理局,练丽霞,白云区局白云湖市场监管所,日常监管机构指定,2026-12-15,2021-12-16,苏盛锋,206
704,91440111MA59D8KL6W,张光林,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区北太路1633号广州民营科技园科兴西路13号自编A2栋三层-1及A2四层整层,广州天生出色生物科技有限公司,广州市白云区北太路1633号广州民营科技园科兴西路13号自编A2栋三层-1及A2栋四层整层,Y,张光林,,粤妆20161442,广东省药品监督管理局,毛连江,白云区局太和市场管理所,日常监管机构指定,2026-12-05,2021-12-16,苏盛锋,206
705,914401116876544729,李圣国,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）；粉单元（散粉类、浴盐类）,广州市白云区夏良东路77号,广州市百爱神生物科技有限公司,广州市白云区夏良东路77号,Y,杨堂龙,,粤妆20161342,广东省药品监督管理局,梁巧清,/,日常监管机构指定,2026-09-13,2021-12-16,苏盛锋,206
706,91440114190992396K,梁永强,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）；牙膏单元（牙膏类）,广州市花都区新华工业区大布路30号自编号之一,广州市晶神化妆品有限公司,广州市花都区新华工业区大布路30号自编号之一,Y,梁永强,,粤妆20160906,广东省药品监督管理局,洪光万,/,日常监管机构指定,2026-05-05,2021-12-16,苏盛锋,206
707,91440111MA59DBYE6T,张建洪,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区江高镇神山管理区镇中北路63号A2房,广东康容实业有限公司,广州市白云区江高镇神山管理区镇中北路63号，1栋2层、1栋3层、2栋1层、3栋2层,Y,张建洪,,粤妆20160743,广东省药品监督管理局,王伟,白云区局江高市场监管所,日常监管机构指定,2025-10-18,2021-12-16,苏盛锋,206
708,9132050678909121XB,李君图,一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）；粉单元（块状粉类、染发类、散粉类）；气雾剂及有机溶剂单元（有机溶剂类）；蜡基单元（蜡基类）,苏州市吴中区甪直镇经济开发区,苏州博克企业集团有限公司,苏州市吴中区甪直镇经济开发区,N,李君图,20211101065746206he9j4,苏妆20160011,江苏省药品监督管理局,李博,江苏省药品监督管理局（苏州分局）,江苏省药品监督管理局（苏州分局）负责日常监管的人员,2026-03-14,2021-12-16,钱玲,206
709,9135072459788424XQ,徐文胜,一般液态单元（啫喱类、护发清洁类）；膏霜乳液单元（护肤清洁类）；粉单元（块状粉类、散粉类）；蜡基单元（蜡基类）,松溪县经济技术开发区,福建金亿文化用品有限公司,福建省南平市松溪县松源街道办事处经济技术开发区中天路8号,N,徐文胜,202111171018542027xjhn,闽妆20170002,福建省药品监督管理局,沈金娟,福建省药品监督管理局三明药品稽查办公室,***,2027-01-05,2021-12-16,郑纯,202
710,91120113MA05JEJY2E,郭建颖,一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）,天津市北辰区天津医药医疗器械产业园京福公路东侧优谷新科园6号楼,丽可研质造（天津）生物科技有限公司,天津市北辰区天津医药医疗器械产业园京福公路东侧优谷新科园6号楼,N,张燕岭,202112100945222021wkrp,津妆20160057,天津市药品监督管理局,陈鑫海,天津市药品监督管理局,孙欣、王章辉,2026-12-15,2021-12-16,张胜昔,202
711,91120113724453312X,李萍,一般液态单元（啫喱类、护发清洁类）；膏霜乳液单元（护发类）,北辰区宜兴埠科技园工业区兴中路二区8号,天津市兴发美容美发用品有限公司,北辰区宜兴埠科技园工业区兴中路二区8号,N,李仁聪,20211010154516202stijr,津妆20160042,天津市药品监督管理局,汤海滨,天津市药品监督管理局,孙欣、耿艳,2026-12-15,2021-12-16,张胜昔,202
712,91310118MA1JM7WU48,蒋剑锋,一般液态单元（染烫发类、护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类、染烫发类）***注：不具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市青浦区练塘镇锦才路16号3幢一楼A区、二楼B区,上海舒尔发化妆品科技有限公司,上海市青浦区练塘镇锦才路16号3幢一楼A区、二楼B区,Y,蒋剑锋,,沪妆20180003,上海市药品监督管理局,王建龙,上海市青浦区市场监督管理局,阮华明、吕群良、崔君健、张文静、陆玲瑛、诸美兴,2023-04-03,2021-12-16,赵燕君,206
713,91310000MA1FL2U38A,苏响,一般液态单元（护发清洁类、护肤水类#、啫喱类#）；膏霜乳液单元（护肤清洁类#、护发类）；蜡基单元（蜡基类#）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市奉贤区青伟路58号1、2、5幢,上海科伊美生物科技股份有限公司,上海市奉贤区青伟路58号1、2、5幢,Y,花罗娟,,沪妆20170010,上海市药品监督管理局,苏响,上海市奉贤区市场监督管理局,谭士洁、乔磊、倪威,2027-03-20,2021-12-16,赵燕君,202
714,91450400MA5P59LY2K,陈明,牙膏单元（牙膏类）,梧州市园区一路 1号第5幢,广西田七家化实业有限公司,广西梧州工业园区一路1号,N,陈明,20211105093406202uqs6y,桂妆20160034,广西壮族自治区药品监督管理局,贤英越,广西壮族自治区药品监督管理局,李芸；廖晓峰,2026-12-15,2021-12-16,李雄科,202
715,9145030061964802XL,赖银兵,粉单元（散粉类）,龙胜各族自治县龙胜镇兴龙南路68号,广西龙广滑石开发股份有限公司,桂林市龙胜县瓢里镇工业集中区,N,陈桥兴,20210929160453202j1nfb,桂妆20160033,广西壮族自治区药品监督管理局,阳明干,广西壮族自治区药品监督管理局,费新建；尹强,2026-12-15,2021-12-16,李雄科,202
716,91450100669728888A,乔兴华,一般液态单元(啫喱类);一般液态单元(护发清洁类);一般液态单元(护肤水类);膏霜乳液单元(护发类);膏霜乳液单元(护肤清洁类);,南宁市高新四路9号和泰科技园3栋4楼,广西壮美生物科技有限公司,南宁市高新四路9号和泰科技园3栋4楼,N,乔兴华,202110081355212026v3yy,桂妆20160021,广西壮族自治区药品监督管理局,乔兴华,广西壮族自治区药品监督管理局,覃崇举、韦伟,2026-12-15,2021-12-16,李雄科,202
717,914507000965400438,许富明,一般液态单元(啫喱类);一般液态单元(护发清洁类);一般液态单元(护肤水类);膏霜乳液单元(护发类);膏霜乳液单元(护肤清洁类);粉单元(散粉类);,钦州市金海湾西大街西郊工业区,广西名欧药业有限公司,钦州市金海湾西大街西郊工业区,N,许富明,20211113105946206hsshx,桂妆20160011,广西壮族自治区药品监督管理局,袁荣秀,广西壮族自治区药品监督管理局,孙东科、李其松,2026-10-14,2021-12-16,李雄科,206
718,91441900MA53J6LU8G,刘庆刚,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广东省东莞市中堂镇潢涌民盈三路6号1栋,广东荣大医疗科技有限公司,广东省东莞市中堂镇潢涌民盈三路6号1栋2楼、3楼,Y,刘庆刚,,粤妆20200034,广东省药品监督管理局,赵新,东莞市市场监督管理局,李海燕、黄发德、钟进先,2025-01-20,2021-12-15,苏盛锋,206
719,914405006175241385,陈敏雄,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,汕头市衡山北路十四街区第二工业区,汕头市雅威健美肤化学厂有限公司,汕头市衡山北路十四街区第二工业区,Y,王素贞,,粤妆20160666,广东省药品监督管理局,陈瑞莲,汕头市龙湖区市场监督管理局,由日常监督管理机构指定（Y）,2026-12-14,2021-12-15,苏盛锋,206
720,913205005939347990,李君图,一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）,太仓市浮桥镇浏家港华苏中路19号,苏州博克生物科技股份有限公司,太仓市浮桥镇浏家港华苏中路19号,N,李君图,202112071343362069a2yc,苏妆20170018,江苏省药品监督管理局,吴雪华,江苏省药品监督管理局（苏州分局）,江苏省药品监督管理局（苏州分局）负责日常监管的人员,2022-08-13,2021-12-15,钱玲,206
721,91210900121558799K,孔东宁,一般液态单元（啫喱类、护发清洁类、护肤水类）；膏霜乳液单元（护发类、护肤清洁类）,阜新高新技术产业园区,辽宁东宁药业有限公司,阜新高新技术产业园区,N,孔东宁,202112071503102062rhy1,辽妆20160023,辽宁省食品药品监督管理局,郑睿,阜新市食品药品监督管理局,吴德阳、韩超,2026-12-28,2021-12-15,,206
722,91310000768360556K,Lu Juan,气雾剂及有机溶剂单元（有机溶剂类）***注：不具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市奉贤区四团镇平港路578号,伊尚（上海）化妆品有限公司,上海市奉贤区四团镇平港路578号,Y,Lu Juan,,沪妆20160096,上海市药品监督管理局,肖兰,上海市奉贤区市场监督管理局,谭士洁、乔磊、倪威,2026-08-02,2021-12-15,赵燕君,206
723,91310000738144588Y,周琴,一般液态单元（护发清洁类、护肤水类#、啫喱类#）；膏霜乳液单元（护肤清洁类#、护发类）；粉单元（散粉类、浴盐类）***注：#表示具备眼部用护肤类、婴儿和儿童用护肤类化妆品生产条件,上海市奉贤区南桥镇西渡工业区扶港路1555号10幢1楼,中云（上海）化妆品有限公司,上海市奉贤区南桥镇西渡工业区扶港路1555号10幢1楼,Y,赖庆宗,,沪妆20160070,上海市药品监督管理局,李奕红,上海市奉贤区市场监督管理局,谭士洁、乔磊、倪威,2026-11-10,2021-12-15,赵燕君,206
